IP Prefix	Description
3.218.180.0/22	us-east-1-dynamodb-us-east-1-2372
15.193.0.0/19	GLOBAL-amazon_connect-GLOBAL-3145
64.252.64.0/18	GLOBAL-cloudfront-GLOBAL-3171
99.77.128.0/18	GLOBAL-chime_meetings-GLOBAL-3173
140.179.1.64/27	cn-north-1-cloud9-cn-north-1-3174
140.179.1.96/27	cn-north-1-cloud9-cn-north-1-3175
140.179.15.0/26	cn-north-1-amazon-cn-north-1-3176
140.179.15.64/26	cn-north-1-amazon-cn-north-1-3177
52.80.198.136/29	cn-north-1-codebuild-cn-north-1-3178
52.81.124.0/23	cn-north-1-amazon-cn-north-1-3179
52.81.135.128/25	cn-north-1-api_gateway-cn-north-1-3180
52.81.137.0/24	cn-north-1-api_gateway-cn-north-1-3181
52.81.167.128/27	cn-north-1-amazon-cn-north-1-3182
52.81.167.192/26	cn-north-1-amazon-cn-north-1-3183
52.81.216.0/23	cn-north-1-api_gateway-cn-north-1-3184
52.81.232.0/26	cn-north-1-amazon-cn-north-1-3185
161.189.148.0/23	cn-northwest-1-api_gateway-cn-northwest-1-3186
161.189.66.128/26	cn-northwest-1-amazon-cn-northwest-1-3187
161.189.66.192/26	cn-northwest-1-amazon-cn-northwest-1-3188
52.82.1.0/29	cn-northwest-1-codebuild-cn-northwest-1-3189
52.82.127.0/24	cn-northwest-1-api_gateway-cn-northwest-1-3190
52.82.92.0/23	cn-northwest-1-amazon-cn-northwest-1-3191
52.83.25.128/27	cn-northwest-1-cloud9-cn-northwest-1-3192
52.83.25.160/27	cn-northwest-1-cloud9-cn-northwest-1-3193
52.83.26.0/26	cn-northwest-1-amazon-cn-northwest-1-3194
52.83.26.64/26	cn-northwest-1-amazon-cn-northwest-1-3195
52.83.5.0/26	cn-northwest-1-amazon-cn-northwest-1-3196
18.252.126.0/25	us-gov-east-1-amazon-us-gov-east-1-3197
18.252.4.0/30	us-gov-east-1-ec2_instance_connect-us-gov-east-1-3198
18.252.4.16/29	us-gov-east-1-codebuild-us-gov-east-1-3199
18.252.56.0/23	us-gov-east-1-api_gateway-us-gov-east-1-3200
18.253.186.0/24	us-gov-east-1-api_gateway-us-gov-east-1-3201
15.200.141.0/25	us-gov-west-1-api_gateway-us-gov-west-1-3202
15.200.28.80/30	us-gov-west-1-ec2_instance_connect-us-gov-west-1-3203
160.1.128.0/24	us-gov-west-1-api_gateway-us-gov-west-1-3204
3.32.190.0/25	us-gov-west-1-amazon-us-gov-west-1-3205
52.61.40.104/29	us-gov-west-1-codebuild-us-gov-west-1-3206
13.244.121.0/26	af-south-1-amazon-af-south-1-3207
13.244.121.196/30	af-south-1-ec2_instance_connect-af-south-1-3208
13.244.122.0/24	af-south-1-amazon-af-south-1-3209
13.244.132.0/23	af-south-1-api_gateway-af-south-1-3210
13.244.165.192/26	af-south-1-amazon-af-south-1-3211
13.244.176.128/26	af-south-1-amazon-af-south-1-3212
13.244.176.64/26	af-south-1-amazon-af-south-1-3213
13.244.202.40/29	af-south-1-codebuild-af-south-1-3214
13.244.35.128/26	af-south-1-amazon-af-south-1-3215
13.244.35.192/26	af-south-1-amazon-af-south-1-3216
18.162.189.0/24	ap-east-1-api_gateway-ap-east-1-3217
18.163.139.32/27	ap-east-1-cloud9-ap-east-1-3218
18.163.201.0/26	ap-east-1-amazon-ap-east-1-3219
18.163.201.96/27	ap-east-1-cloud9-ap-east-1-3220
18.163.204.0/23	ap-east-1-api_gateway-ap-east-1-3221
18.163.66.0/23	ap-east-1-amazon-ap-east-1-3222
18.163.68.0/26	ap-east-1-amazon-ap-east-1-3223
18.166.20.128/26	ap-east-1-amazon-ap-east-1-3224
18.166.20.192/26	ap-east-1-amazon-ap-east-1-3225
18.166.20.64/26	ap-east-1-amazon-ap-east-1-3226
13.112.191.184/29	ap-northeast-1-codebuild-ap-northeast-1-3227
13.113.196.64/26	ap-northeast-1-cloudfront-ap-northeast-1-3228
13.113.203.0/24	ap-northeast-1-cloudfront-ap-northeast-1-3229
18.176.203.120/30	ap-northeast-1-amazon_appflow-ap-northeast-1-3230
18.177.156.192/26	ap-northeast-1-amazon-ap-northeast-1-3231
18.179.48.128/27	ap-northeast-1-cloud9-ap-northeast-1-3232
18.179.48.96/27	ap-northeast-1-cloud9-ap-northeast-1-3233
18.180.178.0/24	ap-northeast-1-workspaces_gateways-ap-northeast-1-3234
18.180.180.0/23	ap-northeast-1-workspaces_gateways-ap-northeast-1-3235
18.180.88.0/23	ap-northeast-1-api_gateway-ap-northeast-1-3236
18.181.204.128/26	ap-northeast-1-amazon-ap-northeast-1-3237
18.181.204.192/26	ap-northeast-1-amazon-ap-northeast-1-3238
18.181.242.0/23	ap-northeast-1-amazon-ap-northeast-1-3239
18.182.96.64/26	ap-northeast-1-amazon_connect-ap-northeast-1-3240
18.183.37.0/26	ap-northeast-1-amazon-ap-northeast-1-3241
3.112.162.0/23	ap-northeast-1-api_gateway-ap-northeast-1-3242
3.112.23.0/29	ap-northeast-1-ec2_instance_connect-ap-northeast-1-3243
3.112.64.0/23	ap-northeast-1-amazon-ap-northeast-1-3244
3.112.96.160/27	ap-northeast-1-api_gateway-ap-northeast-1-3245
3.113.218.0/26	ap-northeast-1-amazon-ap-northeast-1-3246
3.113.218.76/30	ap-northeast-1-amazon_appflow-ap-northeast-1-3247
35.72.36.140/31	ap-northeast-1-kinesis_video_streams-ap-northeast-1-3248
35.72.36.142/31	ap-northeast-1-kinesis_video_streams-ap-northeast-1-3249
35.72.36.144/30	ap-northeast-1-kinesis_video_streams-ap-northeast-1-3250
35.72.36.148/30	ap-northeast-1-kinesis_video_streams-ap-northeast-1-3251
52.199.127.192/26	ap-northeast-1-cloudfront-ap-northeast-1-3252
54.250.251.0/24	ap-northeast-1-workspaces_gateways-ap-northeast-1-3253
13.124.145.16/29	ap-northeast-2-codebuild-ap-northeast-2-3254
13.124.199.0/24	ap-northeast-2-cloudfront-ap-northeast-2-3255
13.124.247.0/24	ap-northeast-2-workspaces_gateways-ap-northeast-2-3256
13.209.1.56/29	ap-northeast-2-ec2_instance_connect-ap-northeast-2-3257
15.164.156.0/23	ap-northeast-2-api_gateway-ap-northeast-2-3258
15.164.243.192/27	ap-northeast-2-cloud9-ap-northeast-2-3259
15.164.243.224/27	ap-northeast-2-amazon-ap-northeast-2-3260
15.164.243.32/27	ap-northeast-2-cloud9-ap-northeast-2-3261
15.165.193.64/26	ap-northeast-2-amazon-ap-northeast-2-3262
15.165.224.0/23	ap-northeast-2-api_gateway-ap-northeast-2-3263
3.34.101.192/26	ap-northeast-2-amazon-ap-northeast-2-3264
3.34.228.0/26	ap-northeast-2-amazon-ap-northeast-2-3265
3.34.228.64/26	ap-northeast-2-amazon-ap-northeast-2-3266
3.34.37.0/24	ap-northeast-2-workspaces_gateways-ap-northeast-2-3267
3.34.38.0/23	ap-northeast-2-workspaces_gateways-ap-northeast-2-3268
3.34.89.192/30	ap-northeast-2-amazon_appflow-ap-northeast-2-3269
3.34.89.196/30	ap-northeast-2-amazon_appflow-ap-northeast-2-3270
3.35.130.128/25	ap-northeast-2-cloudfront-ap-northeast-2-3271
52.78.247.128/26	ap-northeast-2-cloudfront-ap-northeast-2-3272
54.180.184.0/23	ap-northeast-2-amazon-ap-northeast-2-3273
13.208.170.0/23	ap-northeast-3-amazon-ap-northeast-3-3274
13.208.180.0/24	ap-northeast-3-api_gateway-ap-northeast-3-3275
13.208.194.0/23	ap-northeast-3-api_gateway-ap-northeast-3-3276
13.127.70.136/29	ap-south-1-codebuild-ap-south-1-3277
13.232.67.128/27	ap-south-1-cloud9-ap-south-1-3278
13.232.67.160/27	ap-south-1-cloud9-ap-south-1-3279
13.233.177.0/29	ap-south-1-ec2_instance_connect-ap-south-1-3280
13.233.177.192/26	ap-south-1-cloudfront-ap-south-1-3281
13.234.221.192/26	ap-south-1-amazon-ap-south-1-3282
13.234.8.0/23	ap-south-1-amazon-ap-south-1-3283
13.235.228.0/24	ap-south-1-api_gateway-ap-south-1-3284
13.235.6.0/23	ap-south-1-api_gateway-ap-south-1-3285
15.206.137.128/26	ap-south-1-amazon-ap-south-1-3286
15.206.137.192/26	ap-south-1-amazon-ap-south-1-3287
15.207.13.0/26	ap-south-1-amazon-ap-south-1-3288
15.207.13.128/25	ap-south-1-cloudfront-ap-south-1-3289
15.207.213.128/25	ap-south-1-cloudfront-ap-south-1-3290
3.6.70.128/26	ap-south-1-amazon-ap-south-1-3291
3.6.70.76/30	ap-south-1-amazon_appflow-ap-south-1-3292
3.7.10.0/23	ap-south-1-api_gateway-ap-south-1-3293
3.7.25.48/30	ap-south-1-amazon_appflow-ap-south-1-3294
52.66.194.128/26	ap-south-1-cloudfront-ap-south-1-3295
13.212.3.128/26	ap-southeast-1-amazon-ap-southeast-1-3296
13.212.3.64/26	ap-southeast-1-amazon-ap-southeast-1-3297
13.228.69.0/24	ap-southeast-1-cloudfront-ap-southeast-1-3298
13.250.186.128/27	ap-southeast-1-cloud9-ap-southeast-1-3299
13.250.186.160/27	ap-southeast-1-cloud9-ap-southeast-1-3300
13.251.113.64/26	ap-southeast-1-amazon-ap-southeast-1-3301
13.251.116.0/23	ap-southeast-1-amazon-ap-southeast-1-3302
18.138.134.128/25	ap-southeast-1-api_gateway-ap-southeast-1-3303
18.138.244.0/23	ap-southeast-1-api_gateway-ap-southeast-1-3304
18.141.148.0/26	ap-southeast-1-amazon-ap-southeast-1-3305
18.141.148.128/25	ap-southeast-1-api_gateway-ap-southeast-1-3306
18.141.150.0/23	ap-southeast-1-api_gateway-ap-southeast-1-3307
18.141.152.0/24	ap-southeast-1-workspaces_gateways-ap-southeast-1-3308
18.141.154.0/23	ap-southeast-1-workspaces_gateways-ap-southeast-1-3309
18.141.226.0/23	ap-southeast-1-amazon-ap-southeast-1-3310
18.141.238.0/26	ap-southeast-1-amazon-ap-southeast-1-3311
18.141.66.248/30	ap-southeast-1-amazon_appflow-ap-southeast-1-3312
18.141.66.252/30	ap-southeast-1-amazon_appflow-ap-southeast-1-3313
3.0.5.32/29	ap-southeast-1-ec2_instance_connect-ap-southeast-1-3314
52.220.191.0/26	ap-southeast-1-cloudfront-ap-southeast-1-3315
52.221.221.128/29	ap-southeast-1-codebuild-ap-southeast-1-3316
52.76.127.0/24	ap-southeast-1-workspaces_gateways-ap-southeast-1-3317
13.210.2.192/26	ap-southeast-2-amazon_connect-ap-southeast-2-3318
13.210.67.128/26	ap-southeast-2-cloudfront-ap-southeast-2-3319
13.236.8.0/25	ap-southeast-2-amazon_connect-ap-southeast-2-3320
13.236.82.128/27	ap-southeast-2-cloud9-ap-southeast-2-3321
13.236.82.96/27	ap-southeast-2-cloud9-ap-southeast-2-3322
13.239.158.0/29	ap-southeast-2-ec2_instance_connect-ap-southeast-2-3323
13.54.63.128/26	ap-southeast-2-cloudfront-ap-southeast-2-3324
13.55.255.216/29	ap-southeast-2-codebuild-ap-southeast-2-3325
3.104.82.0/23	ap-southeast-2-amazon-ap-southeast-2-3326
3.105.172.0/22	ap-southeast-2-api_gateway-ap-southeast-2-3327
3.24.227.192/26	ap-southeast-2-amazon-ap-southeast-2-3328
3.25.138.0/26	ap-southeast-2-amazon-ap-southeast-2-3329
3.25.138.64/26	ap-southeast-2-amazon-ap-southeast-2-3330
3.25.178.128/26	ap-southeast-2-amazon-ap-southeast-2-3331
3.25.37.128/25	ap-southeast-2-api_gateway-ap-southeast-2-3332
3.25.37.64/26	ap-southeast-2-amazon-ap-southeast-2-3333
3.25.38.0/23	ap-southeast-2-api_gateway-ap-southeast-2-3334
3.25.40.0/24	ap-southeast-2-api_gateway-ap-southeast-2-3335
3.25.43.0/24	ap-southeast-2-workspaces_gateways-ap-southeast-2-3336
3.25.44.0/23	ap-southeast-2-workspaces_gateways-ap-southeast-2-3337
3.25.47.28/30	ap-southeast-2-amazon_appflow-ap-southeast-2-3338
3.25.47.32/30	ap-southeast-2-amazon_appflow-ap-southeast-2-3339
54.153.254.0/24	ap-southeast-2-workspaces_gateways-ap-southeast-2-3340
15.222.16.96/27	ca-central-1-cloud9-ca-central-1-3341
15.222.43.0/27	ca-central-1-cloud9-ca-central-1-3342
15.222.43.128/26	ca-central-1-amazon-ca-central-1-3343
15.222.43.32/27	ca-central-1-amazon-ca-central-1-3344
15.223.100.0/24	ca-central-1-workspaces_gateways-ca-central-1-3345
15.223.102.0/23	ca-central-1-workspaces_gateways-ca-central-1-3346
15.223.52.0/23	ca-central-1-api_gateway-ca-central-1-3347
3.96.143.128/26	ca-central-1-amazon-ca-central-1-3348
3.96.143.192/26	ca-central-1-amazon-ca-central-1-3349
3.96.2.68/30	ca-central-1-amazon_appflow-ca-central-1-3350
3.96.2.72/30	ca-central-1-amazon_appflow-ca-central-1-3351
3.96.84.0/26	ca-central-1-amazon-ca-central-1-3352
3.97.49.128/25	ca-central-1-api_gateway-ca-central-1-3353
35.182.14.48/29	ca-central-1-codebuild-ca-central-1-3354
35.183.255.0/24	ca-central-1-workspaces_gateways-ca-central-1-3355
35.183.92.176/29	ca-central-1-ec2_instance_connect-ca-central-1-3356
99.79.126.0/24	ca-central-1-api_gateway-ca-central-1-3357
99.79.169.0/24	ca-central-1-cloudfront-ca-central-1-3358
99.79.34.0/23	ca-central-1-amazon-ca-central-1-3359
18.156.52.0/24	eu-central-1-workspaces_gateways-eu-central-1-3360
18.156.54.0/23	eu-central-1-workspaces_gateways-eu-central-1-3361
18.157.237.128/26	eu-central-1-amazon-eu-central-1-3362
18.157.237.192/26	eu-central-1-amazon-eu-central-1-3363
18.157.71.192/26	eu-central-1-amazon-eu-central-1-3364
18.184.138.224/27	eu-central-1-cloud9-eu-central-1-3365
18.184.2.128/25	eu-central-1-amazon_connect-eu-central-1-3366
18.184.203.128/27	eu-central-1-cloud9-eu-central-1-3367
18.192.142.0/23	eu-central-1-cloudfront-eu-central-1-3368
3.120.181.40/29	eu-central-1-ec2_instance_connect-eu-central-1-3369
3.122.128.0/23	eu-central-1-amazon-eu-central-1-3370
3.123.12.192/26	eu-central-1-amazon-eu-central-1-3371
3.123.14.0/24	eu-central-1-api_gateway-eu-central-1-3372
3.123.15.0/25	eu-central-1-api_gateway-eu-central-1-3373
3.127.48.128/26	eu-central-1-amazon-eu-central-1-3374
3.127.48.244/30	eu-central-1-amazon_appflow-eu-central-1-3375
3.127.48.248/30	eu-central-1-amazon_appflow-eu-central-1-3376
3.127.74.0/23	eu-central-1-api_gateway-eu-central-1-3377
35.157.127.248/29	eu-central-1-codebuild-eu-central-1-3378
35.158.127.64/26	eu-central-1-amazon_connect-eu-central-1-3379
35.158.136.0/24	eu-central-1-cloudfront-eu-central-1-3380
52.57.254.0/24	eu-central-1-cloudfront-eu-central-1-3381
52.59.127.0/24	eu-central-1-workspaces_gateways-eu-central-1-3382
13.48.186.128/27	eu-north-1-cloud9-eu-north-1-3383
13.48.186.160/27	eu-north-1-cloud9-eu-north-1-3384
13.48.186.192/27	eu-north-1-amazon-eu-north-1-3385
13.48.32.0/24	eu-north-1-cloudfront-eu-north-1-3386
13.48.4.192/29	eu-north-1-codebuild-eu-north-1-3387
13.48.4.200/30	eu-north-1-ec2_instance_connect-eu-north-1-3388
13.48.74.0/24	eu-north-1-api_gateway-eu-north-1-3389
13.49.126.128/26	eu-north-1-amazon-eu-north-1-3390
13.49.143.0/26	eu-north-1-amazon-eu-north-1-3391
13.49.143.64/26	eu-north-1-amazon-eu-north-1-3392
13.49.40.64/26	eu-north-1-amazon-eu-north-1-3393
13.49.42.0/23	eu-north-1-api_gateway-eu-north-1-3394
13.53.180.0/23	eu-north-1-amazon-eu-north-1-3395
15.161.135.0/26	eu-south-1-amazon-eu-south-1-3396
15.161.135.164/30	eu-south-1-ec2_instance_connect-eu-south-1-3397
15.161.135.64/27	eu-south-1-cloud9-eu-south-1-3398
15.161.135.96/27	eu-south-1-cloud9-eu-south-1-3399
15.161.136.0/24	eu-south-1-amazon-eu-south-1-3400
15.161.140.0/23	eu-south-1-api_gateway-eu-south-1-3401
15.161.164.128/26	eu-south-1-amazon-eu-south-1-3402
15.161.192.0/26	eu-south-1-amazon-eu-south-1-3403
15.161.192.240/28	eu-south-1-codebuild-eu-south-1-3404
15.161.192.64/26	eu-south-1-amazon-eu-south-1-3405
15.161.68.128/26	eu-south-1-amazon-eu-south-1-3406
15.161.68.192/26	eu-south-1-amazon-eu-south-1-3407
108.128.160.0/23	eu-west-1-api_gateway-eu-west-1-3408
108.128.162.0/24	eu-west-1-api_gateway-eu-west-1-3409
18.200.212.0/23	eu-west-1-cloudfront-eu-west-1-3410
18.202.216.48/29	eu-west-1-ec2_instance_connect-eu-west-1-3411
3.248.186.92/30	eu-west-1-amazon_appflow-eu-west-1-3412
3.248.244.0/26	eu-west-1-amazon-eu-west-1-3413
3.248.244.240/30	eu-west-1-amazon_appflow-eu-west-1-3414
3.248.245.0/24	eu-west-1-api_gateway-eu-west-1-3415
3.248.246.0/23	eu-west-1-api_gateway-eu-west-1-3416
3.249.28.0/23	eu-west-1-workspaces_gateways-eu-west-1-3417
3.250.209.192/26	eu-west-1-amazon-eu-west-1-3418
3.250.210.0/23	eu-west-1-amazon-eu-west-1-3419
3.250.243.64/26	eu-west-1-amazon-eu-west-1-3420
3.250.244.0/26	eu-west-1-amazon-eu-west-1-3421
3.251.56.0/24	eu-west-1-api_gateway-eu-west-1-3422
3.251.62.128/25	eu-west-1-api_gateway-eu-west-1-3423
3.251.94.0/24	eu-west-1-api_gateway-eu-west-1-3424
34.245.205.0/27	eu-west-1-cloud9-eu-west-1-3425
34.245.205.64/27	eu-west-1-cloud9-eu-west-1-3426
34.250.63.248/29	eu-west-1-codebuild-eu-west-1-3427
52.19.124.0/23	eu-west-1-workspaces_gateways-eu-west-1-3428
52.212.248.0/26	eu-west-1-cloudfront-eu-west-1-3429
63.34.60.0/22	eu-west-1-amazon-eu-west-1-3430
99.80.34.128/25	eu-west-1-amazon-eu-west-1-3431
18.130.91.144/30	eu-west-2-amazon_appflow-eu-west-2-3432
18.130.91.148/30	eu-west-2-amazon_appflow-eu-west-2-3433
18.132.146.192/26	eu-west-2-amazon-eu-west-2-3434
18.132.21.0/24	eu-west-2-workspaces_gateways-eu-west-2-3435
18.132.22.0/23	eu-west-2-workspaces_gateways-eu-west-2-3436
18.133.45.0/26	eu-west-2-amazon-eu-west-2-3437
18.133.45.64/26	eu-west-2-amazon-eu-west-2-3438
3.10.127.32/27	eu-west-2-cloud9-eu-west-2-3439
3.10.17.0/25	eu-west-2-api_gateway-eu-west-2-3440
3.10.17.128/25	eu-west-2-cloudfront-eu-west-2-3441
3.10.201.128/27	eu-west-2-amazon-eu-west-2-3442
3.10.201.192/26	eu-west-2-amazon-eu-west-2-3443
3.10.201.64/27	eu-west-2-cloud9-eu-west-2-3444
3.11.53.0/24	eu-west-2-cloudfront-eu-west-2-3445
3.8.168.0/23	eu-west-2-amazon-eu-west-2-3446
3.8.37.24/29	eu-west-2-ec2_instance_connect-eu-west-2-3447
3.9.94.0/24	eu-west-2-api_gateway-eu-west-2-3448
35.176.32.0/24	eu-west-2-workspaces_gateways-eu-west-2-3449
35.176.92.32/29	eu-west-2-codebuild-eu-west-2-3450
35.179.42.0/23	eu-west-2-api_gateway-eu-west-2-3451
52.56.127.0/25	eu-west-2-cloudfront-eu-west-2-3452
15.188.184.0/24	eu-west-3-cloudfront-eu-west-3-3453
15.188.210.0/27	eu-west-3-amazon-eu-west-3-3454
15.188.210.128/26	eu-west-3-amazon-eu-west-3-3455
15.188.210.196/30	eu-west-3-amazon_appflow-eu-west-3-3456
15.188.210.200/30	eu-west-3-amazon_appflow-eu-west-3-3457
15.188.210.32/27	eu-west-3-cloud9-eu-west-3-3458
15.188.210.64/27	eu-west-3-cloud9-eu-west-3-3459
15.236.155.192/26	eu-west-3-amazon-eu-west-3-3460
15.236.231.0/26	eu-west-3-amazon-eu-west-3-3461
15.236.231.64/26	eu-west-3-amazon-eu-west-3-3462
15.236.80.0/23	eu-west-3-api_gateway-eu-west-3-3463
35.180.112.80/29	eu-west-3-ec2_instance_connect-eu-west-3-3464
35.180.244.0/23	eu-west-3-amazon-eu-west-3-3465
35.181.128.0/24	eu-west-3-api_gateway-eu-west-3-3466
52.47.139.0/24	eu-west-3-cloudfront-eu-west-3-3467
52.47.73.72/29	eu-west-3-codebuild-eu-west-3-3468
15.184.1.128/26	me-south-1-amazon-me-south-1-3469
15.184.1.64/26	me-south-1-amazon-me-south-1-3470
15.185.141.160/27	me-south-1-cloud9-me-south-1-3471
15.185.141.192/26	me-south-1-amazon-me-south-1-3472
15.185.144.0/23	me-south-1-api_gateway-me-south-1-3473
15.185.245.0/26	me-south-1-amazon-me-south-1-3474
15.185.33.192/26	me-south-1-amazon-me-south-1-3475
15.185.86.0/23	me-south-1-amazon-me-south-1-3476
15.185.91.32/27	me-south-1-cloud9-me-south-1-3477
157.175.140.0/23	me-south-1-api_gateway-me-south-1-3478
15.228.1.128/26	sa-east-1-amazon-sa-east-1-3479
15.228.1.192/26	sa-east-1-amazon-sa-east-1-3480
15.228.1.64/26	sa-east-1-amazon-sa-east-1-3481
15.228.72.64/26	sa-east-1-api_gateway-sa-east-1-3482
15.228.97.0/24	sa-east-1-api_gateway-sa-east-1-3483
18.228.246.0/23	sa-east-1-amazon-sa-east-1-3484
18.228.70.32/29	sa-east-1-ec2_instance_connect-sa-east-1-3485
18.229.100.0/26	sa-east-1-api_gateway-sa-east-1-3486
18.229.100.112/30	sa-east-1-amazon_appflow-sa-east-1-3487
18.229.100.116/30	sa-east-1-amazon_appflow-sa-east-1-3488
18.229.220.128/26	sa-east-1-amazon-sa-east-1-3489
18.229.220.192/26	sa-east-1-cloudfront-sa-east-1-3490
18.229.99.0/24	sa-east-1-api_gateway-sa-east-1-3491
18.230.103.0/24	sa-east-1-workspaces_gateways-sa-east-1-3492
18.230.104.0/23	sa-east-1-workspaces_gateways-sa-east-1-3493
18.230.46.0/27	sa-east-1-cloud9-sa-east-1-3494
18.230.46.128/26	sa-east-1-amazon-sa-east-1-3495
18.230.46.32/27	sa-east-1-cloud9-sa-east-1-3496
18.230.54.0/23	sa-east-1-api_gateway-sa-east-1-3497
18.231.194.8/29	sa-east-1-codebuild-sa-east-1-3498
54.233.204.0/24	sa-east-1-workspaces_gateways-sa-east-1-3499
54.233.255.128/26	sa-east-1-cloudfront-sa-east-1-3500
18.206.107.24/29	us-east-1-ec2_instance_connect-us-east-1-3501
18.233.213.128/25	us-east-1-amazon_connect-us-east-1-3502
3.216.135.0/24	us-east-1-api_gateway-us-east-1-3503
3.216.136.0/21	us-east-1-api_gateway-us-east-1-3504
3.216.144.0/23	us-east-1-api_gateway-us-east-1-3505
3.216.148.0/22	us-east-1-api_gateway-us-east-1-3506
3.217.228.0/22	us-east-1-workspaces_gateways-us-east-1-3507
3.218.180.0/25	us-east-1-dynamodb-us-east-1-3508
3.218.180.128/25	us-east-1-dynamodb-us-east-1-3509
3.218.181.0/25	us-east-1-dynamodb-us-east-1-3510
3.218.181.128/25	us-east-1-dynamodb-us-east-1-3511
3.218.182.0/25	us-east-1-dynamodb-us-east-1-3512
3.218.182.128/25	us-east-1-dynamodb-us-east-1-3513
3.218.183.0/25	us-east-1-dynamodb-us-east-1-3514
3.218.183.128/25	us-east-1-dynamodb-us-east-1-3515
3.227.250.128/25	us-east-1-amazon-us-east-1-3516
3.231.2.0/25	us-east-1-cloudfront-us-east-1-3517
3.234.232.224/27	us-east-1-cloudfront-us-east-1-3518
3.234.248.192/26	us-east-1-amazon-us-east-1-3519
3.235.112.0/21	us-east-1-workspaces_gateways-us-east-1-3520
3.235.189.100/30	us-east-1-amazon_appflow-us-east-1-3521
3.235.189.96/30	us-east-1-amazon_appflow-us-east-1-3522
3.235.202.128/26	us-east-1-amazon-us-east-1-3523
3.235.26.0/23	us-east-1-api_gateway-us-east-1-3524
3.235.32.0/21	us-east-1-api_gateway-us-east-1-3525
3.236.169.0/25	us-east-1-amazon-us-east-1-3526
3.236.169.192/26	us-east-1-cloudfront-us-east-1-3527
3.236.32.0/22	us-east-1-amazon-us-east-1-3528
3.236.48.0/23	us-east-1-cloudfront-us-east-1-3529
3.236.94.128/25	us-east-1-amazon-us-east-1-3530
3.237.107.0/25	us-east-1-amazon-us-east-1-3531
3.238.167.0/24	us-east-1-amazon-us-east-1-3532
3.238.212.0/22	us-east-1-api_gateway-us-east-1-3533
3.83.168.0/22	us-east-1-amazon-us-east-1-3534
3.91.171.128/25	us-east-1-amazon-us-east-1-3535
34.195.252.0/24	us-east-1-cloudfront-us-east-1-3536
34.226.14.0/24	us-east-1-cloudfront-us-east-1-3537
34.228.4.208/28	us-east-1-codebuild-us-east-1-3538
35.172.155.192/27	us-east-1-cloud9-us-east-1-3539
35.172.155.96/27	us-east-1-cloud9-us-east-1-3540
52.23.61.0/24	us-east-1-workspaces_gateways-us-east-1-3541
52.23.62.0/24	us-east-1-workspaces_gateways-us-east-1-3542
52.55.191.224/27	us-east-1-amazon_connect-us-east-1-3543
13.59.250.0/26	us-east-2-cloudfront-us-east-2-3544
18.188.9.0/27	us-east-2-cloud9-us-east-2-3545
18.188.9.32/27	us-east-2-cloud9-us-east-2-3546
18.216.170.128/25	us-east-2-cloudfront-us-east-2-3547
3.12.216.0/22	us-east-2-api_gateway-us-east-2-3548
3.12.23.128/26	us-east-2-amazon-us-east-2-3549
3.12.23.88/30	us-east-2-amazon_appflow-us-east-2-3550
3.12.23.92/30	us-east-2-amazon_appflow-us-east-2-3551
3.128.56.128/26	us-east-2-amazon-us-east-2-3552
3.128.56.192/26	us-east-2-amazon-us-east-2-3553
3.128.56.64/26	us-east-2-amazon-us-east-2-3554
3.128.93.0/24	us-east-2-cloudfront-us-east-2-3555
3.134.215.0/24	us-east-2-cloudfront-us-east-2-3556
3.15.35.0/24	us-east-2-api_gateway-us-east-2-3557
3.15.36.0/26	us-east-2-api_gateway-us-east-2-3558
3.15.36.64/26	us-east-2-amazon-us-east-2-3559
3.16.146.0/29	us-east-2-ec2_instance_connect-us-east-2-3560
3.17.136.0/23	us-east-2-amazon-us-east-2-3561
3.21.86.0/23	us-east-2-api_gateway-us-east-2-3562
52.15.127.128/26	us-east-2-cloudfront-us-east-2-3563
52.15.247.208/29	us-east-2-codebuild-us-east-2-3564
13.52.118.0/23	us-west-1-amazon-us-west-1-3565
13.52.146.192/26	us-west-1-amazon-us-west-1-3566
13.52.201.0/24	us-west-1-api_gateway-us-west-1-3567
13.52.202.0/24	us-west-1-api_gateway-us-west-1-3568
13.52.232.224/27	us-west-1-cloud9-us-west-1-3569
13.52.6.112/29	us-west-1-ec2_instance_connect-us-west-1-3570
13.56.32.200/29	us-west-1-codebuild-us-west-1-3571
18.144.158.0/27	us-west-1-cloud9-us-west-1-3572
18.144.158.64/26	us-west-1-amazon-us-west-1-3573
18.144.184.0/23	us-west-1-api_gateway-us-west-1-3574
18.144.76.128/25	us-west-1-api_gateway-us-west-1-3575
3.101.100.128/25	us-west-1-api_gateway-us-west-1-3576
3.101.114.0/26	us-west-1-amazon-us-west-1-3577
3.101.114.64/26	us-west-1-amazon-us-west-1-3578
3.101.52.208/30	us-west-1-amazon_appflow-us-west-1-3579
3.101.52.212/30	us-west-1-amazon_appflow-us-west-1-3580
3.101.87.0/26	us-west-1-amazon-us-west-1-3581
52.52.191.128/26	us-west-1-cloudfront-us-west-1-3582
18.236.61.0/25	us-west-2-amazon_connect-us-west-2-3583
18.237.140.160/29	us-west-2-ec2_instance_connect-us-west-2-3584
34.216.51.0/25	us-west-2-cloudfront-us-west-2-3585
34.217.141.224/27	us-west-2-cloud9-us-west-2-3586
34.218.119.32/27	us-west-2-cloud9-us-west-2-3587
34.223.12.224/27	us-west-2-cloudfront-us-west-2-3588
